"regionId";"date";"LOB";"network";"newBusiness";"cancellation";"premium.av";"expense.av";"portfolio"
"83";2016-09-01;"Motor";"Brokers";2935;2985;470;464;19979
"83";2016-10-01;"Motor";"Brokers";3031;2983;454;454;19950
"83";2016-11-01;"Motor";"Brokers";3008;3015;452;463;20048
"83";2016-12-01;"Motor";"Brokers";2980;2930;410;470;19993
"83";2017-01-01;"Motor";"Brokers";3035;2967;471;451;20050
"83";2017-02-01;"Motor";"Brokers";3055;3025;453;425;20068
"83";2017-03-01;"Motor";"Brokers";3034;2972;473;425;20030
"83";2017-04-01;"Motor";"Brokers";2971;2973;426;453;20062
"83";2017-05-01;"Motor";"Brokers";3025;2940;404;467;19998
"83";2017-06-01;"Motor";"Brokers";3038;2947;415;449;20085
"83";2017-07-01;"Motor";"Brokers";2956;3099;439;481;20091
"83";2017-08-01;"Motor";"Brokers";3027;3046;455;470;19857
"83";2017-09-01;"Motor";"Brokers";3034;3037;440;481;19981
"83";2017-10-01;"Motor";"Brokers";2897;3058;431;471;19997
"83";2017-11-01;"Motor";"Brokers";2975;2893;477;429;19839
"83";2017-12-01;"Motor";"Brokers";3045;2990;427;470;20082
"84";2016-01-01;"Motor";"Brokers";2928;3050;478;457;20000
"84";2016-02-01;"Motor";"Brokers";3020;3021;443;466;19878
"84";2016-03-01;"Motor";"Brokers";2902;3139;453;449;19999
"84";2016-04-01;"Motor";"Brokers";2976;2972;460;451;19763
"84";2016-05-01;"Motor";"Brokers";3139;2954;423;433;20004
"84";2016-06-01;"Motor";"Brokers";3066;2925;461;461;20185
"84";2016-07-01;"Motor";"Brokers";3039;3013;422;421;20141
"84";2016-08-01;"Motor";"Brokers";3058;3061;454;459;20026
"84";2016-09-01;"Motor";"Brokers";3098;3023;475;449;19997
"84";2016-10-01;"Motor";"Brokers";2943;3003;439;488;20075
"84";2016-11-01;"Motor";"Brokers";3095;2940;479;437;19940
"84";2016-12-01;"Motor";"Brokers";2925;2996;475;406;20155
"84";2017-01-01;"Motor";"Brokers";2975;3008;442;439;19929
"84";2017-02-01;"Motor";"Brokers";2961;3007;452;504;19967
"84";2017-03-01;"Motor";"Brokers";2931;2954;473;433;19954
"84";2017-04-01;"Motor";"Brokers";3012;3079;453;423;19977
"84";2017-05-01;"Motor";"Brokers";3096;3067;427;488;19933
"84";2017-06-01;"Motor";"Brokers";3015;3003;455;441;20029
"84";2017-07-01;"Motor";"Brokers";2990;2954;472;455;20012
"84";2017-08-01;"Motor";"Brokers";2882;3067;410;466;20036
"84";2017-09-01;"Motor";"Brokers";3014;3010;480;492;19815
"84";2017-10-01;"Motor";"Brokers";2891;2994;466;427;20004
"84";2017-11-01;"Motor";"Brokers";3053;3017;451;428;19897
"84";2017-12-01;"Motor";"Brokers";2952;2979;461;425;20036
"85";2016-01-01;"Motor";"Brokers";3000;3030;454;439;20000
"85";2016-02-01;"Motor";"Brokers";2964;2962;473;444;19970
"85";2016-03-01;"Motor";"Brokers";3106;2933;461;397;20002
"85";2016-04-01;"Motor";"Brokers";3143;3022;454;464;20173
"85";2016-05-01;"Motor";"Brokers";2899;3036;437;447;20121
"85";2016-06-01;"Motor";"Brokers";2985;2990;448;449;19863
"85";2016-07-01;"Motor";"Brokers";3048;3050;441;420;19995
"85";2016-08-01;"Motor";"Brokers";3035;2908;467;486;19998
"85";2016-09-01;"Motor";"Brokers";3133;3057;446;462;20127
"85";2016-10-01;"Motor";"Brokers";3002;3044;433;449;20076
"85";2016-11-01;"Motor";"Brokers";2920;2999;440;418;19958
"85";2016-12-01;"Motor";"Brokers";3015;3004;439;451;19921
"85";2017-01-01;"Motor";"Brokers";3074;2972;457;426;20011
"85";2017-02-01;"Motor";"Brokers";2987;2975;483;489;20102
"85";2017-03-01;"Motor";"Brokers";2966;2964;438;469;20012
"85";2017-04-01;"Motor";"Brokers";3017;3013;448;447;20002
"85";2017-05-01;"Motor";"Brokers";2969;2921;452;420;20004
"85";2017-06-01;"Motor";"Brokers";2923;3029;430;405;20048
"85";2017-07-01;"Motor";"Brokers";3086;3059;438;434;19894
"85";2017-08-01;"Motor";"Brokers";2926;3034;439;480;20027
"85";2017-09-01;"Motor";"Brokers";3031;3006;452;461;19892
"85";2017-10-01;"Motor";"Brokers";3002;3051;487;445;20025
"85";2017-11-01;"Motor";"Brokers";2959;3041;451;489;19951
"85";2017-12-01;"Motor";"Brokers";3022;3115;422;456;19918
"86";2016-01-01;"Motor";"Brokers";3035;2939;434;445;20000
"86";2016-02-01;"Motor";"Brokers";3087;3000;427;442;20096
"86";2016-03-01;"Motor";"Brokers";2917;3006;451;447;20087
"86";2016-04-01;"Motor";"Brokers";2968;2937;437;446;19911
"86";2016-05-01;"Motor";"Brokers";3023;2843;441;454;20031
"86";2016-06-01;"Motor";"Brokers";2979;3011;451;435;20180
"86";2016-07-01;"Motor";"Brokers";2963;2973;413;439;19968
"86";2016-08-01;"Motor";"Brokers";3030;3056;425;440;19990
"86";2016-09-01;"Motor";"Brokers";2989;2994;461;410;19974
"86";2016-10-01;"Motor";"Brokers";2939;3073;458;478;19995
"86";2016-11-01;"Motor";"Brokers";2990;2992;443;440;19866
"86";2016-12-01;"Motor";"Brokers";3050;3010;460;488;19998
"86";2017-01-01;"Motor";"Brokers";3073;2962;479;413;20040
"86";2017-02-01;"Motor";"Brokers";3037;3052;462;470;20111
"86";2017-03-01;"Motor";"Brokers";3094;3025;454;418;19985
"86";2017-04-01;"Motor";"Brokers";2975;3016;443;441;20069
"86";2017-05-01;"Motor";"Brokers";2872;2954;469;445;19959
"86";2017-06-01;"Motor";"Brokers";3008;2916;453;435;19918
"86";2017-07-01;"Motor";"Brokers";2884;3066;476;465;20092
"86";2017-08-01;"Motor";"Brokers";2999;3014;465;460;19818
"86";2017-09-01;"Motor";"Brokers";2973;3020;457;440;19985
"86";2017-10-01;"Motor";"Brokers";3091;3000;489;479;19953
"86";2017-11-01;"Motor";"Brokers";2981;3119;432;456;20091
"86";2017-12-01;"Motor";"Brokers";3025;2915;441;470;19862
"87";2016-01-01;"Motor";"Brokers";2932;3026;444;449;20000
"87";2016-02-01;"Motor";"Brokers";2986;3022;476;446;19906
"87";2016-03-01;"Motor";"Brokers";3059;2998;447;425;19964
"87";2016-04-01;"Motor";"Brokers";3113;2944;406;471;20061
"87";2016-05-01;"Motor";"Brokers";3005;3019;437;424;20169
"87";2016-06-01;"Motor";"Brokers";2949;2989;419;456;19986
"87";2016-07-01;"Motor";"Brokers";2927;2972;421;456;19960
"87";2016-08-01;"Motor";"Brokers";3047;2929;471;457;19955
"87";2016-09-01;"Motor";"Brokers";3059;3081;449;469;20118
"87";2016-10-01;"Motor";"Brokers";2953;3022;434;441;19978
"87";2016-11-01;"Motor";"Brokers";3010;3005;439;410;19931
"87";2016-12-01;"Motor";"Brokers";2955;2982;489;462;20005
"87";2017-01-01;"Motor";"Brokers";2938;3030;455;480;19973
"87";2017-02-01;"Motor";"Brokers";2969;3044;442;438;19908
"87";2017-03-01;"Motor";"Brokers";2981;3025;447;441;19925
"87";2017-04-01;"Motor";"Brokers";3161;2919;468;431;19956
"87";2017-05-01;"Motor";"Brokers";3020;2914;458;431;20242
"87";2017-06-01;"Motor";"Brokers";2952;2980;471;409;20106
"87";2017-07-01;"Motor";"Brokers";3090;2974;464;464;19972
"87";2017-08-01;"Motor";"Brokers";3078;3026;484;443;20116
"87";2017-09-01;"Motor";"Brokers";3011;3007;508;434;20052
"87";2017-10-01;"Motor";"Brokers";2975;2991;471;450;20004
"87";2017-11-01;"Motor";"Brokers";2928;3026;502;440;19984
"87";2017-12-01;"Motor";"Brokers";2936;3047;467;454;19902
"88";2016-01-01;"Motor";"Brokers";3035;3019;461;426;20000
"88";2016-02-01;"Motor";"Brokers";2962;3008;476;457;20016
"88";2016-03-01;"Motor";"Brokers";2996;2991;458;423;19954
"88";2016-04-01;"Motor";"Brokers";2963;3079;460;460;20005
"88";2016-05-01;"Motor";"Brokers";3005;2977;427;456;19884
"88";2016-06-01;"Motor";"Brokers";3064;3133;452;462;20028
"88";2016-07-01;"Motor";"Brokers";2959;3053;476;457;19931
"88";2016-08-01;"Motor";"Brokers";2996;2987;454;444;19906
"88";2016-09-01;"Motor";"Brokers";2958;2997;444;463;20009
"88";2016-10-01;"Motor";"Brokers";2988;2900;441;439;19961
"88";2016-11-01;"Motor";"Brokers";2964;3023;507;453;20088
"88";2016-12-01;"Motor";"Brokers";3080;3012;468;448;19941
"88";2017-01-01;"Motor";"Brokers";3008;2882;434;472;20068
"88";2017-02-01;"Motor";"Brokers";3023;3056;481;430;20126
"88";2017-03-01;"Motor";"Brokers";2988;2993;478;430;19967
"88";2017-04-01;"Motor";"Brokers";3108;2797;471;431;19995
"88";2017-05-01;"Motor";"Brokers";2999;2946;458;470;20311
"88";2017-06-01;"Motor";"Brokers";3020;2898;484;466;20053
"88";2017-07-01;"Motor";"Brokers";2951;2920;465;454;20122
"88";2017-08-01;"Motor";"Brokers";3030;3026;401;443;20031
"88";2017-09-01;"Motor";"Brokers";2894;3008;465;466;20004
"88";2017-10-01;"Motor";"Brokers";2993;2982;456;485;19886
"88";2017-11-01;"Motor";"Brokers";3028;3008;428;439;20011
"88";2017-12-01;"Motor";"Brokers";2979;2860;448;457;20020
"89";2016-01-01;"Motor";"Brokers";3031;3060;418;445;20000
"89";2016-02-01;"Motor";"Brokers";2944;3054;412;445;19971
"89";2016-03-01;"Motor";"Brokers";3032;2988;426;479;19890
"89";2016-04-01;"Motor";"Brokers";2921;2966;458;456;20044
"89";2016-05-01;"Motor";"Brokers";3014;3071;455;424;19955
"89";2016-06-01;"Motor";"Brokers";3040;3109;440;475;19943
"89";2016-07-01;"Motor";"Brokers";2981;3048;427;439;19931
"89";2016-08-01;"Motor";"Brokers";2979;3031;483;461;19933
"89";2016-09-01;"Motor";"Brokers";3038;2940;485;478;19948
"89";2016-10-01;"Motor";"Brokers";3026;3032;427;454;20098
"89";2016-11-01;"Motor";"Brokers";2998;2976;465;431;19994
"89";2016-12-01;"Motor";"Brokers";3087;2975;441;468;20022
"89";2017-01-01;"Motor";"Brokers";2995;3041;446;435;20112
"89";2017-02-01;"Motor";"Brokers";2903;2994;427;453;19954
"89";2017-03-01;"Motor";"Brokers";2861;3062;442;425;19909
"89";2017-04-01;"Motor";"Brokers";3032;3015;461;453;19799
"89";2017-05-01;"Motor";"Brokers";2962;2995;469;382;20017
"89";2017-06-01;"Motor";"Brokers";2988;3039;420;491;19967
"89";2017-07-01;"Motor";"Brokers";2951;3129;459;455;19949
"89";2017-08-01;"Motor";"Brokers";2956;3013;468;465;19822
"89";2017-09-01;"Motor";"Brokers";3044;3046;443;425;19943
"89";2017-10-01;"Motor";"Brokers";2994;2945;459;455;19998
"89";2017-11-01;"Motor";"Brokers";2903;3019;484;413;20049
"89";2017-12-01;"Motor";"Brokers";2983;3101;446;438;19884
"90";2016-01-01;"Motor";"Brokers";2980;3071;489;433;20000
"90";2016-02-01;"Motor";"Brokers";2872;2963;485;487;19909
"90";2016-03-01;"Motor";"Brokers";3035;2950;504;446;19909
"90";2016-04-01;"Motor";"Brokers";2912;2867;422;482;20085
"90";2016-05-01;"Motor";"Brokers";3009;3008;460;463;20045
"90";2016-06-01;"Motor";"Brokers";3047;3008;463;418;20001
"90";2016-07-01;"Motor";"Brokers";3004;2939;405;484;20039
"90";2016-08-01;"Motor";"Brokers";2936;3036;448;464;20065
"90";2016-09-01;"Motor";"Brokers";2918;3047;440;444;19900
"90";2016-10-01;"Motor";"Brokers";3021;3072;428;466;19871
"90";2016-11-01;"Motor";"Brokers";2967;3001;421;500;19949
"90";2016-12-01;"Motor";"Brokers";3062;3036;464;465;19966
"90";2017-01-01;"Motor";"Brokers";2944;3043;436;394;20026
"90";2017-02-01;"Motor";"Brokers";3006;2995;425;478;19901
"90";2017-03-01;"Motor";"Brokers";2960;3060;422;457;20011
"90";2017-04-01;"Motor";"Brokers";2997;2978;477;467;19900
"90";2017-05-01;"Motor";"Brokers";3025;2974;446;463;20019
"90";2017-06-01;"Motor";"Brokers";2980;2995;442;453;20051
"90";2017-07-01;"Motor";"Brokers";3070;2934;432;430;19985
"90";2017-08-01;"Motor";"Brokers";2991;2979;466;452;20136
"90";2017-09-01;"Motor";"Brokers";2995;3033;463;439;20012
"90";2017-10-01;"Motor";"Brokers";2972;2916;462;413;19962
"90";2017-11-01;"Motor";"Brokers";2950;2987;493;448;20056
"90";2017-12-01;"Motor";"Brokers";2908;2996;441;472;19963
"91";2016-01-01;"Motor";"Brokers";2994;3058;489;467;20000
"91";2016-02-01;"Motor";"Brokers";2931;2983;459;434;19936
"91";2016-03-01;"Motor";"Brokers";3018;2971;451;491;19948
"91";2016-04-01;"Motor";"Brokers";3021;3012;459;418;20047
"91";2016-05-01;"Motor";"Brokers";3080;2928;449;458;20009
"91";2016-06-01;"Motor";"Brokers";3085;3025;467;416;20152
"91";2016-07-01;"Motor";"Brokers";2982;3024;453;429;20060
"91";2016-08-01;"Motor";"Brokers";2956;2989;465;455;19958
"91";2016-09-01;"Motor";"Brokers";3075;3021;435;428;19967
"91";2016-10-01;"Motor";"Brokers";2987;2946;461;459;20054
"91";2016-11-01;"Motor";"Brokers";2990;2995;421;467;20041
"91";2016-12-01;"Motor";"Brokers";3033;2995;455;417;19995
"91";2017-01-01;"Motor";"Brokers";2983;2958;483;509;20038
"91";2017-02-01;"Motor";"Brokers";2973;3053;457;422;20025
"91";2017-03-01;"Motor";"Brokers";2932;3000;470;495;19920
"91";2017-04-01;"Motor";"Brokers";2974;3096;450;436;19932
"91";2017-05-01;"Motor";"Brokers";3038;2994;460;457;19878
"91";2017-06-01;"Motor";"Brokers";3011;2972;438;450;20044
"91";2017-07-01;"Motor";"Brokers";2994;3033;415;459;20039
"91";2017-08-01;"Motor";"Brokers";2994;3053;459;447;19961
"91";2017-09-01;"Motor";"Brokers";2967;2927;460;417;19941
"91";2017-10-01;"Motor";"Brokers";3057;3044;463;474;20040
"91";2017-11-01;"Motor";"Brokers";2956;3015;438;454;20013
"91";2017-12-01;"Motor";"Brokers";2967;2983;470;443;19941
"92";2016-01-01;"Motor";"Brokers";3021;2991;487;466;20000
"92";2016-02-01;"Motor";"Brokers";3015;3008;476;416;20030
"92";2016-03-01;"Motor";"Brokers";3000;3068;468;446;20007
"92";2016-04-01;"Motor";"Brokers";3021;3060;431;443;19932
"92";2016-05-01;"Motor";"Brokers";3008;3046;465;442;19961
"92";2016-06-01;"Motor";"Brokers";3105;3035;491;499;19962
"92";2016-07-01;"Motor";"Brokers";3021;2998;454;474;20070
"92";2016-08-01;"Motor";"Brokers";2997;2977;457;443;20023
"92";2016-09-01;"Motor";"Brokers";3034;3023;437;454;20020
"92";2016-10-01;"Motor";"Brokers";3041;2929;440;443;20011
"92";2016-11-01;"Motor";"Brokers";2984;2979;423;411;20112
"92";2016-12-01;"Motor";"Brokers";2949;3023;457;428;20005
"92";2017-01-01;"Motor";"Brokers";2962;3071;446;466;19926
"92";2017-02-01;"Motor";"Brokers";3072;3103;478;489;19891
"92";2017-03-01;"Motor";"Brokers";3017;3108;431;483;19969
"92";2017-04-01;"Motor";"Brokers";3013;2972;426;396;19909
"92";2017-05-01;"Motor";"Brokers";3068;3001;443;421;20041
"92";2017-06-01;"Motor";"Brokers";2961;2974;449;495;20067
"92";2017-07-01;"Motor";"Brokers";3029;3006;413;441;19987
"92";2017-08-01;"Motor";"Brokers";2987;3008;482;483;20023
"92";2017-09-01;"Motor";"Brokers";3107;2990;451;426;19979
"92";2017-10-01;"Motor";"Brokers";2967;3048;399;431;20117
"92";2017-11-01;"Motor";"Brokers";3013;3064;435;439;19919
"92";2017-12-01;"Motor";"Brokers";3033;3046;434;513;19949
"93";2016-01-01;"Motor";"Brokers";2933;2915;434;418;20000
"93";2016-02-01;"Motor";"Brokers";3020;2982;461;423;20018
"93";2016-03-01;"Motor";"Brokers";3062;3037;461;423;20038
"93";2016-04-01;"Motor";"Brokers";2947;2993;442;456;20025
"93";2016-05-01;"Motor";"Brokers";2932;3020;455;462;19954
"93";2016-06-01;"Motor";"Brokers";3121;3088;437;414;19912
"93";2016-07-01;"Motor";"Brokers";2968;3035;456;438;20033
"93";2016-08-01;"Motor";"Brokers";3113;2962;431;451;19933
"93";2016-09-01;"Motor";"Brokers";3039;3040;414;460;20151
"93";2016-10-01;"Motor";"Brokers";2961;2964;433;493;19999
"93";2016-11-01;"Motor";"Brokers";3016;2907;446;444;19997
"93";2016-12-01;"Motor";"Brokers";2924;3059;447;449;20109
"93";2017-01-01;"Motor";"Brokers";2934;3038;456;433;19865
"93";2017-02-01;"Motor";"Brokers";2969;3040;401;455;19896
"93";2017-03-01;"Motor";"Brokers";3020;2922;444;452;19929
"93";2017-04-01;"Motor";"Brokers";2991;2927;470;446;20098
"93";2017-05-01;"Motor";"Brokers";2977;2926;462;445;20064
"93";2017-06-01;"Motor";"Brokers";3097;2906;398;423;20051
"93";2017-07-01;"Motor";"Brokers";3045;2947;455;455;20191
"93";2017-08-01;"Motor";"Brokers";2873;3035;444;442;20098
"93";2017-09-01;"Motor";"Brokers";3023;3033;466;465;19838
"93";2017-10-01;"Motor";"Brokers";3043;3062;442;402;19990
"93";2017-11-01;"Motor";"Brokers";2999;3052;457;437;19981
"93";2017-12-01;"Motor";"Brokers";3123;3078;458;487;19947
"94";2016-01-01;"Motor";"Brokers";2956;3058;460;441;20000
"94";2016-02-01;"Motor";"Brokers";3045;2980;479;435;19898
"94";2016-03-01;"Motor";"Brokers";2948;3078;475;454;20065
"94";2016-04-01;"Motor";"Brokers";3071;3013;463;417;19870
"94";2016-05-01;"Motor";"Brokers";2983;3044;441;448;20058
"94";2016-06-01;"Motor";"Brokers";2923;2964;482;461;19939
"94";2016-07-01;"Motor";"Brokers";3030;3030;436;459;19959
"94";2016-08-01;"Motor";"Brokers";2986;2981;399;453;20000
"94";2016-09-01;"Motor";"Brokers";3019;3111;442;470;20005
"94";2016-10-01;"Motor";"Brokers";2977;3057;422;439;19908
"94";2016-11-01;"Motor";"Brokers";3011;3080;439;466;19920
"94";2016-12-01;"Motor";"Brokers";2927;3032;445;448;19931
"94";2017-01-01;"Motor";"Brokers";3058;3012;467;456;19895
"94";2017-02-01;"Motor";"Brokers";3068;3121;455;454;20046
"94";2017-03-01;"Motor";"Brokers";3055;3000;452;425;19947
"94";2017-04-01;"Motor";"Brokers";3005;3080;450;470;20055
"94";2017-05-01;"Motor";"Brokers";3026;2896;460;472;19925
"94";2017-06-01;"Motor";"Brokers";3027;2942;418;508;20130
"94";2017-07-01;"Motor";"Brokers";2928;3050;465;504;20085
"94";2017-08-01;"Motor";"Brokers";2976;3103;456;437;19878
"94";2017-09-01;"Motor";"Brokers";3019;2997;470;481;19873
"94";2017-10-01;"Motor";"Brokers";3142;2990;440;411;20022
"94";2017-11-01;"Motor";"Brokers";3122;3039;454;444;20152
"94";2017-12-01;"Motor";"Brokers";2970;3109;479;437;20083
"95";2016-01-01;"Motor";"Brokers";3097;3020;454;437;20000
"95";2016-02-01;"Motor";"Brokers";2942;3004;455;483;20077
"95";2016-03-01;"Motor";"Brokers";3005;2997;426;463;19938
"95";2016-04-01;"Motor";"Brokers";3025;2972;504;417;20008
"95";2016-05-01;"Motor";"Brokers";3014;3105;435;452;20053
"95";2016-06-01;"Motor";"Brokers";3039;2959;451;450;19909
"95";2016-07-01;"Motor";"Brokers";2993;2934;431;462;20080
"95";2016-08-01;"Motor";"Brokers";3114;2998;453;430;20059
"95";2016-09-01;"Motor";"Brokers";3040;2877;451;450;20116
"95";2016-10-01;"Motor";"Brokers";2900;2934;438;471;20163
"95";2016-11-01;"Motor";"Brokers";3022;3074;477;439;19966
"95";2016-12-01;"Motor";"Brokers";3074;3064;464;473;19948
"95";2017-01-01;"Motor";"Brokers";2961;3003;427;457;20010
"95";2017-02-01;"Motor";"Brokers";2998;3056;440;444;19958
"95";2017-03-01;"Motor";"Brokers";3044;2984;486;439;19942
"95";2017-04-01;"Motor";"Brokers";3038;2899;464;437;20060
"95";2017-05-01;"Motor";"Brokers";3023;3041;452;434;20139
"95";2017-06-01;"Motor";"Brokers";3031;3015;468;468;19982
"95";2017-07-01;"Motor";"Brokers";3165;2947;429;443;20016
"95";2017-08-01;"Motor";"Brokers";2945;2985;460;498;20218
"95";2017-09-01;"Motor";"Brokers";3051;2943;471;477;19960
"95";2017-10-01;"Motor";"Brokers";3001;2935;473;427;20108
"95";2017-11-01;"Motor";"Brokers";3028;3098;461;432;20066
"95";2017-12-01;"Motor";"Brokers";3091;3007;450;429;19930
"01";2016-01-01;"Motor";"Agent";3973;4029;570;581;30000
"01";2016-02-01;"Motor";"Agent";3892;4254;607;614;29944
"01";2016-03-01;"Motor";"Agent";3800;4052;585;603;29638
"01";2016-04-01;"Motor";"Agent";3976;4016;621;594;29748
"01";2016-05-01;"Motor";"Agent";3915;4209;638;570;29960
"01";2016-06-01;"Motor";"Agent";3884;4207;617;575;29706
"01";2016-07-01;"Motor";"Agent";3793;3981;591;575;29677
"01";2016-08-01;"Motor";"Agent";3967;3973;628;612;29812
"01";2016-09-01;"Motor";"Agent";3896;4037;566;572;29994
"01";2016-10-01;"Motor";"Agent";3979;4061;605;536;29859
"01";2016-11-01;"Motor";"Agent";3853;4247;596;567;29918
"01";2016-12-01;"Motor";"Agent";3964;4156;638;590;29606
"01";2017-01-01;"Motor";"Agent";3959;4052;553;570;29808
"01";2017-02-01;"Motor";"Agent";4065;4116;602;560;29907
"01";2017-03-01;"Motor";"Agent";3935;4130;595;525;29949
"01";2017-04-01;"Motor";"Agent";3868;4085;614;590;29805
"01";2017-05-01;"Motor";"Agent";3951;4120;646;571;29783
"01";2017-06-01;"Motor";"Agent";3795;4106;577;611;29831
"01";2017-07-01;"Motor";"Agent";3859;4199;593;580;29689
"01";2017-08-01;"Motor";"Agent";3921;4173;613;556;29660
"01";2017-09-01;"Motor";"Agent";3972;4157;594;572;29748
"01";2017-10-01;"Motor";"Agent";3898;4113;602;628;29815
"01";2017-11-01;"Motor";"Agent";3850;4119;556;587;29785
"01";2017-12-01;"Motor";"Agent";3852;4132;614;566;29731
"02";2016-01-01;"Motor";"Agent";3802;4177;625;592;30000
"02";2016-02-01;"Motor";"Agent";3746;4043;608;590;29625
"02";2016-03-01;"Motor";"Agent";3899;4092;651;573;29703
"02";2016-04-01;"Motor";"Agent";3907;4229;616;559;29807
"02";2016-05-01;"Motor";"Agent";3904;4019;584;610;29678
"02";2016-06-01;"Motor";"Agent";3991;4099;587;555;29885
"02";2016-07-01;"Motor";"Agent";4073;4100;586;590;29892
"02";2016-08-01;"Motor";"Agent";3925;4085;596;547;29973
"02";2016-09-01;"Motor";"Agent";3879;4140;591;596;29840
"02";2016-10-01;"Motor";"Agent";3910;4178;599;580;29739
"02";2016-11-01;"Motor";"Agent";3898;4068;612;592;29732
"02";2016-12-01;"Motor";"Agent";3998;4045;530;596;29830
"02";2017-01-01;"Motor";"Agent";3942;4094;618;596;29953
"02";2017-02-01;"Motor";"Agent";3950;4050;582;507;29848
"02";2017-03-01;"Motor";"Agent";4013;4039;583;573;29900
"02";2017-04-01;"Motor";"Agent";3864;4018;660;637;29974
"02";2017-05-01;"Motor";"Agent";3921;4189;600;538;29846
"02";2017-06-01;"Motor";"Agent";3920;4192;570;632;29732
"02";2017-07-01;"Motor";"Agent";3878;4243;613;579;29728
"02";2017-08-01;"Motor";"Agent";3882;4118;552;583;29635
"02";2017-09-01;"Motor";"Agent";3817;4090;613;537;29764
"02";2017-10-01;"Motor";"Agent";3858;4176;589;595;29727
"02";2017-11-01;"Motor";"Agent";3795;4089;624;556;29682
"02";2017-12-01;"Motor";"Agent";3867;4122;583;549;29706
"03";2016-01-01;"Motor";"Agent";3905;4146;598;559;30000
"03";2016-02-01;"Motor";"Agent";3906;4124;617;580;29759
"03";2016-03-01;"Motor";"Agent";3862;3979;575;598;29782
"03";2016-04-01;"Motor";"Agent";3951;4197;587;573;29883
"03";2016-05-01;"Motor";"Agent";3850;4198;592;569;29754
"03";2016-06-01;"Motor";"Agent";3819;4124;605;565;29652
"03";2016-07-01;"Motor";"Agent";3881;4049;623;616;29695
"03";2016-08-01;"Motor";"Agent";3885;4045;620;576;29832
"03";2016-09-01;"Motor";"Agent";3831;4155;608;600;29840
"03";2016-10-01;"Motor";"Agent";3781;4052;634;565;29676
"03";2016-11-01;"Motor";"Agent";3889;4105;574;582;29729
"03";2016-12-01;"Motor";"Agent";3896;4088;581;571;29784
"03";2017-01-01;"Motor";"Agent";3850;4152;619;543;29808
"03";2017-02-01;"Motor";"Agent";3786;4171;618;557;29698
"03";2017-03-01;"Motor";"Agent";4001;4104;619;589;29615
"03";2017-04-01;"Motor";"Agent";3962;4168;612;598;29897
"03";2017-05-01;"Motor";"Agent";3979;4084;596;543;29794
"03";2017-06-01;"Motor";"Agent";3820;3962;630;584;29895
"03";2017-07-01;"Motor";"Agent";3879;4123;596;562;29858
"03";2017-08-01;"Motor";"Agent";3939;4119;562;563;29756
"03";2017-09-01;"Motor";"Agent";3966;4146;634;577;29820
"03";2017-10-01;"Motor";"Agent";3823;4039;589;580;29820
"03";2017-11-01;"Motor";"Agent";3906;4016;581;564;29784
"03";2017-12-01;"Motor";"Agent";3905;4142;595;575;29890
"04";2016-01-01;"Motor";"Agent";3887;4091;697;607;30000
"04";2016-02-01;"Motor";"Agent";3947;4041;561;647;29796
"04";2016-03-01;"Motor";"Agent";3916;4067;627;546;29906
"04";2016-04-01;"Motor";"Agent";3914;4096;594;565;29849
"04";2016-05-01;"Motor";"Agent";3880;4142;582;586;29818
"04";2016-06-01;"Motor";"Agent";4014;4117;580;598;29738
"04";2016-07-01;"Motor";"Agent";3986;4000;572;583;29897
"04";2016-08-01;"Motor";"Agent";3924;4183;596;596;29986
"04";2016-09-01;"Motor";"Agent";3840;4100;631;601;29741
"04";2016-10-01;"Motor";"Agent";3855;4110;624;585;29740
"04";2016-11-01;"Motor";"Agent";3801;4110;609;592;29745
"04";2016-12-01;"Motor";"Agent";3867;4205;648;617;29691
"04";2017-01-01;"Motor";"Agent";3906;3997;604;594;29662
"04";2017-02-01;"Motor";"Agent";3853;4088;642;541;29909
"04";2017-03-01;"Motor";"Agent";3873;4076;578;550;29765
"04";2017-04-01;"Motor";"Agent";3751;4106;580;598;29797
"04";2017-05-01;"Motor";"Agent";4032;4049;601;607;29645
"04";2017-06-01;"Motor";"Agent";3929;4042;656;594;29983
"04";2017-07-01;"Motor";"Agent";3860;4064;569;600;29887
"04";2017-08-01;"Motor";"Agent";3924;4143;623;543;29796
"04";2017-09-01;"Motor";"Agent";3948;4189;600;562;29781
"04";2017-10-01;"Motor";"Agent";3906;4124;567;588;29759
"04";2017-11-01;"Motor";"Agent";3762;3979;587;591;29782
"04";2017-12-01;"Motor";"Agent";3839;4146;622;533;29783
"05";2016-01-01;"Motor";"Agent";3908;4052;606;558;30000
"05";2016-02-01;"Motor";"Agent";3848;4051;629;565;29856
"05";2016-03-01;"Motor";"Agent";3934;4044;606;575;29797
"05";2016-04-01;"Motor";"Agent";3865;4084;602;569;29890
"05";2016-05-01;"Motor";"Agent";3958;4057;613;606;29781
"05";2016-06-01;"Motor";"Agent";3872;4171;602;567;29901
"05";2016-07-01;"Motor";"Agent";3869;4033;594;593;29701
"05";2016-08-01;"Motor";"Agent";3841;4056;573;606;29836
"05";2016-09-01;"Motor";"Agent";3887;4087;622;565;29785
"05";2016-10-01;"Motor";"Agent";3842;4097;644;560;29800
"05";2016-11-01;"Motor";"Agent";3978;4095;620;576;29745
"05";2016-12-01;"Motor";"Agent";3887;4110;621;562;29883
"05";2017-01-01;"Motor";"Agent";3969;4059;605;553;29777
